Time (Mars Years), Time (Ls), Tsurf 1 bar 30km, Tsurf 1 bar 50km, Tsurf 1 bar 100km
          [Years],     [deg],              [K],              [K],               [K]
        4.4996        169.57        261.697        256.008        253.463
        4.5010        170.11        261.811        255.974        253.438
        4.5025        170.64        261.929        255.958        253.320
        4.5040        171.18        262.079        255.923        253.312
        4.5055        171.72        262.236        256.042        253.327
        4.5070        172.26        262.361        256.241        253.327
        4.5085        172.80        262.455        256.255        253.221
        4.5100        173.34        262.406        256.208        253.259
        4.5115        173.88        262.207        256.246        253.310
        4.5130        174.41        262.156        256.320        253.291
        4.5145        174.95        262.209        256.383        253.215
        4.5160        175.49        262.241        256.475        253.161
        4.5175        176.03        262.256        256.527        253.162
        4.5190        176.57        262.308        256.528        253.248
        4.5205        177.11        262.423        256.554        253.309
        4.5220        177.64        262.489        256.441        253.348
        4.5235        178.18        262.495        256.330        253.400
        4.5250        178.72        262.490        256.234        253.501
        4.5265        179.26        262.515        256.366        253.515
        4.5280        179.80        262.521        256.497        253.499
        4.5295        180.34        262.564        256.626        253.505
        4.5310        180.88        262.654        256.679        253.498
        4.5325        181.41        262.684        256.732        253.471
        4.5340        181.95        262.668        256.751        253.518
        4.5354        182.49        262.619        256.701        253.684
        4.5369        183.03        262.604        256.687        253.821
        4.5384        183.57        262.596        256.761        253.892
        4.5399        184.11        262.614        256.735        253.927
        4.5414        184.64        262.647        256.704        253.973
        4.5429        185.18        262.668        256.709        253.974
        4.5444        185.72        262.621        256.734        254.030
        4.5459        186.26        262.520        256.717        254.171
        4.5474        186.80        262.365        256.640        254.343
        4.5489        187.34        262.144        256.501        254.471
        4.5504        187.87        262.186        256.372        254.521
        4.5519        188.41        262.373        256.230        254.560
        4.5534        188.95        262.548        256.135        254.587
        4.5549        189.49        262.723        256.230        254.548
        4.5564        190.03        262.850        256.410        254.595
        4.5579        190.57        262.865        256.558        254.678
        4.5594        191.11        262.856        256.721        254.764
        4.5609        191.64        262.888        256.833        254.744
        4.5624        192.18        262.933        256.931        254.669
        4.5639        192.72        262.924        257.064        254.660
        4.5654        193.26        262.877        257.181        254.656
        4.5669        193.80        262.908        257.220        254.672
        4.5684        194.34        262.922        257.131        254.716
        4.5698        194.87        262.844        257.091        254.794
        4.5713        195.41        262.852        257.161        254.861
        4.5728        195.95        262.937        257.261        254.898
        4.5743        196.49        262.981        257.316        254.955
        4.5758        197.03        263.042        257.333        255.069
        4.5773        197.57        263.109        257.387        255.110
        4.5788        198.11        263.077        257.524        255.098
        4.5803        198.64        263.056        257.621        255.084
        4.5818        199.18        263.056        257.638        255.060
        4.5833        199.72        263.078        257.660        255.085
        4.5848        200.26        263.108        257.704        255.103
        4.5863        200.80        263.235        257.737        255.135
        4.5878        201.34        263.331        257.732        255.172
        4.5893        201.87        263.450        257.781        255.100
        4.5908        202.41        263.562        257.757        255.089
        4.5923        202.95        263.633        257.670        255.180
        4.5938        203.49        263.662        257.527        255.183
        4.5953        204.03        263.662        257.562        255.204
        4.5968        204.57        263.600        257.729        255.224
        4.5983        205.10        263.563        257.900        255.217
        4.5998        205.64        263.484        257.999        255.277
        4.6013        206.18        263.443        258.086        255.339
        4.6028        206.72        263.334        258.169        255.351
        4.6042        207.26        263.282        258.160        255.427
        4.6057        207.80        263.236        258.130        255.525
        4.6072        208.34        263.171        258.141        255.580
        4.6087        208.87        263.228        258.142        255.563
        4.6102        209.41        263.293        258.167        255.538
        4.6117        209.95        263.219        258.222        255.603
        4.6132        210.49        263.105        258.224        255.701
        4.6147        211.03        263.037        258.207        255.784
        4.6162        211.57        263.136        258.187        255.830
        4.6177        212.10        263.286        258.170        255.825
        4.6192        212.64        263.338        258.192        255.882
        4.6207        213.18        263.334        258.209        255.882
        4.6222        213.72        263.389        258.268        255.848
        4.6237        214.26        263.448        258.358        255.843
        4.6252        214.80        263.386        258.418        255.857
        4.6267        215.34        263.350        258.464        255.847
        4.6282        215.87        263.282        258.529        255.826
        4.6297        216.41        263.282        258.590        255.824
        4.6312        216.95        263.402        258.619        255.868
        4.6327        217.49        263.455        258.618        255.932
        4.6342        218.03        263.484        258.584        255.943
        4.6357        218.57        263.527        258.602        255.966
        4.6372        219.10        263.594        258.615        255.999
        4.6386        219.64        263.695        258.599        255.996
        4.6401        220.18        263.794        258.584        255.950
        4.6416        220.72        263.830        258.611        255.924
        4.6431        221.26        263.770        258.568        255.933
        4.6446        221.80        263.702        258.516        255.896
        4.6461        222.34        263.651        258.524        255.905
        4.6476        222.87        263.609        258.479        255.941
        4.6491        223.41        263.513        258.435        255.960
        4.6506        223.95        263.454        258.382        256.012
        4.6521        224.49        263.381        258.381        256.001
        4.6536        225.03        263.234        258.448        256.011
        4.6551        225.57        263.165        258.552        256.073
        4.6566        226.10        263.218        258.588        256.046
        4.6581        226.64        263.265        258.615        255.984
        4.6596        227.18        263.366        258.627        255.944
        4.6611        227.72        263.409        258.643        255.884
        4.6626        228.26        263.451        258.678        255.875
        4.6641        228.80        263.476        258.685        255.878
        4.6656        229.33        263.490        258.676        255.915
        4.6671        229.87        263.488        258.603        255.939
        4.6686        230.41        263.445        258.530        255.989
        4.6701        230.95        263.466        258.469        256.047
        4.6716        231.49        263.496        258.448        256.071
        4.6731        232.03        263.481        258.432        256.045
        4.6745        232.57        263.525        258.445        256.042
        4.6760        233.10        263.590        258.437        255.994
        4.6775        233.64        263.640        258.411        255.962
        4.6790        234.18        263.668        258.348        255.963
        4.6805        234.72        263.661        258.256        255.959
        4.6820        235.26        263.580        258.216        256.021
        4.6835        235.80        263.517        258.262        256.085
        4.6850        236.33        263.478        258.287        256.120
        4.6865        236.87        263.414        258.250        256.134
        4.6880        237.41        263.387        258.283        256.180
        4.6895        237.95        263.370        258.363        256.144
        4.6910        238.49        263.305        258.474        256.103
        4.6925        239.03        263.229        258.482        256.102
        4.6940        239.57        263.231        258.483        256.063
        4.6955        240.10        263.274        258.535        256.061
        4.6970        240.64        263.305        258.586        256.102
        4.6985        241.18        263.359        258.531        256.126
        4.7000        241.72        263.386        258.406        256.110
        4.7015        242.26        263.391        258.372        256.054
        4.7030        242.80        263.349        258.362        255.970
        4.7045        243.33        263.316        258.339        255.906
        4.7060        243.87        263.298        258.293        255.855
        4.7075        244.41        263.287        258.324        255.859
        4.7089        244.95        263.240        258.337        255.837
        4.7104        245.49        263.168        258.341        255.760
        4.7119        246.03        263.115        258.332        255.720
        4.7134        246.56        263.176        258.346        255.723
        4.7149        247.10        263.187        258.366        255.681
        4.7164        247.64        263.118        258.360        255.661
        4.7179        248.18        263.006        258.318        255.690
        4.7194        248.72        262.902        258.245        255.650
        4.7209        249.26        262.886        258.114        255.583
        4.7224        249.80        262.934        258.033        255.567
        4.7239        250.33        262.990        257.999        255.581
        4.7254        250.87        262.937        257.986        255.620
        4.7269        251.41        262.813        257.981        255.700
        4.7284        251.95        262.706        257.995        255.760
        4.7299        252.49        262.678        258.013        255.765
        4.7314        253.03        262.651        257.991        255.748
        4.7329        253.56        262.636        257.912        255.783
        4.7344        254.10        262.677        257.780        255.770
        4.7359        254.64        262.708        257.726        255.789
        4.7374        255.18        262.719        257.757        255.775
        4.7389        255.72        262.641        257.825        255.777
        4.7404        256.26        262.613        257.853        255.773
        4.7419        256.80        262.661        257.855        255.736
        4.7427        257.12        262.718        257.863        255.723
        4.7442        257.66        262.678        257.827        255.681
        4.7457        258.19        262.694        257.833        255.631
        4.7472        258.73        262.794        257.904        255.515
        4.7487        259.27        262.866        257.970        255.412
        4.7502        259.81        262.844        257.990        255.312
        4.7517        260.35        262.787        257.984        255.227
        4.7532        260.89        262.810        257.998        255.222
        4.7547        261.42        262.824        257.990        255.217
        4.7562        261.96        262.819        257.898        255.231
        4.7577        262.50        262.803        257.809        255.172
        4.7592        263.04        262.800        257.745        255.058
        4.7607        263.58        262.795        257.736        254.960
        4.7622        264.12        262.738        257.745        254.918
        4.7637        264.66        262.592        257.751        254.849
        4.7652        265.19        262.331        257.722        254.765
        4.7667        265.73        262.110        257.722        254.711
        4.7682        266.27        261.990        257.705        254.692
        4.7697        266.81        262.068        257.609        254.656
        4.7712        267.35        262.064        257.570        254.663
        4.7727        267.89        262.084        257.485        254.676
        4.7742        268.42        262.191        257.487        254.700
        4.7757        268.96        262.238        257.521        254.696
        4.7771        269.50        262.198        257.435        254.661
        4.7786        270.04        262.234        257.329        254.546
        4.7801        270.58        262.313        257.236        254.434
        4.7816        271.12        262.354        257.139        254.376
        4.7831        271.66        262.364        257.167        254.331
        4.7846        272.19        262.324        257.208        254.256
        4.7861        272.73        262.283        257.244        254.192
        4.7876        273.27        262.220        257.275        254.192
        4.7891        273.81        262.068        257.286        254.232
        4.7906        274.35        261.976        257.276        254.243
        4.7921        274.89        262.017        257.189        254.220
        4.7936        275.42        262.056        257.111        254.277
        4.7951        275.96        262.160        257.104        254.313
        4.7966        276.50        262.226        257.073        254.293
        4.7981        277.04        262.226        257.074        254.269
        4.7996        277.58        262.189        257.135        254.300
        4.8011        278.12        262.244        257.218        254.370
        4.8026        278.65        262.318        257.240        254.451
        4.8041        279.19        262.284        257.174        254.480
        4.8056        279.73        262.206        257.132        254.520
        4.8071        280.27        262.154        257.147        254.447
        4.8086        280.81        262.130        257.154        254.359
        4.8101        281.35        262.228        257.076        254.339
        4.8115        281.89        262.244        257.044        254.378
        4.8130        282.42        262.185        257.071        254.399
        4.8145        282.96        262.197        257.134        254.328
        4.8160        283.50        262.253        257.187        254.257
        4.8175        284.04        262.295        257.216        254.279
        4.8190        284.58        262.324        257.192        254.182
        4.8205        285.12        262.293        257.224        254.074
        4.8220        285.65        262.259        257.214        254.108
        4.8235        286.19        262.265        257.219        254.113
        4.8250        286.73        262.254        257.293        254.047
        4.8265        287.27        262.192        257.358        254.015
        4.8280        287.81        262.170        257.427        254.034
        4.8295        288.35        262.147        257.517        254.046
        4.8310        288.89        262.119        257.501        253.997
        4.8325        289.42        262.103        257.483        254.021
        4.8340        289.96        262.080        257.448        253.983
        4.8355        290.50        262.053        257.360        253.969
        4.8370        291.04        261.979        257.270        254.012
        4.8385        291.58        261.911        257.111        254.021
        4.8400        292.12        261.955        257.044        254.064
        4.8415        292.65        261.975        257.028        254.074
        4.8430        293.19        261.859        257.102        253.998
        4.8444        293.73        261.818        257.225        254.004
        4.8459        294.27        261.854        257.204        254.050
        4.8474        294.81        261.966        257.101        254.012
        4.8489        295.35        262.059        257.044        253.784
        4.8504        295.88        262.066        256.957        253.504
        4.8519        296.42        262.005        256.866        253.282
        4.8534        296.96        261.970        256.864        253.067
        4.8549        297.50        261.916        256.903        253.021
        4.8564        298.04        261.826        256.970        253.256
        4.8579        298.58        261.802        257.042        253.383
        4.8594        299.12        261.763        257.144        253.376
        4.8609        299.65        261.777        257.172        253.275
        4.8624        300.19        261.908        257.149        253.171
        4.8639        300.73        262.037        257.147        253.263
        4.8654        301.27        262.111        257.129        253.300
        4.8669        301.81        262.135        257.000        253.321
        4.8684        302.35        262.113        256.840        253.415
        4.8699        302.88        262.060        256.889        253.434
        4.8714        303.42        262.093        256.935        253.487
        4.8729        303.96        262.109        256.846        253.619
        4.8744        304.50        262.067        256.864        253.672
        4.8759        305.04        262.013        256.926        253.622
        4.8774        305.58        261.959        256.969        253.524
        4.8789        306.12        261.856        256.927        253.451
        4.8803        306.65        261.804        256.932        253.473
        4.8818        307.19        261.785        257.005        253.433
        4.8833        307.73        261.702        257.008        253.345
        4.8848        308.27        261.488        256.872        253.371
        4.8863        308.81        261.203        256.844        253.413
        4.8878        309.35        261.047        256.861        253.444
        4.8893        309.88        260.942        256.901        253.327
        4.8908        310.42        260.944        256.903        253.321
        4.8923        310.96        261.085        256.917        253.485
        4.8938        311.50        261.194        256.877        253.530
        4.8953        312.04        261.201        256.907        253.592
        4.8968        312.58        261.290        257.070        253.666
        4.8983        313.11        261.418        257.286        253.740
        4.8998        313.65        261.515        257.435        253.826
        4.9013        314.19        261.562        257.463        253.776
        4.9028        314.73        261.624        257.302        253.598
        4.9043        315.27        261.669        257.192        253.474
        4.9058        315.81        261.656        257.228        253.558
        4.9073        316.35        261.639        257.303        253.637
        4.9088        316.88        261.611        257.391        253.683
        4.9103        317.42        261.665        257.470        253.582
        4.9118        317.96        261.691        257.486        253.376
        4.9133        318.50        261.723        257.462        253.352
        4.9147        319.04        261.813        257.399        253.304
        4.9162        319.58        261.887        257.344        253.255
        4.9177        320.11        261.873        257.304        253.269
        4.9192        320.65        261.810        257.270        253.388
        4.9207        321.19        261.829        257.200        253.476
        4.9222        321.73        261.873        257.147        253.520
        4.9237        322.27        261.836        257.233        253.561
        4.9252        322.81        261.872        257.299        253.569
        4.9267        323.35        261.977        257.251        253.540
        4.9282        323.88        262.052        257.173        253.430
        4.9297        324.42        262.065        257.035        253.350
        4.9312        324.96        262.065        256.900        253.273
        4.9327        325.50        261.924        256.843        253.241
        4.9342        326.04        261.819        256.737        253.147
        4.9357        326.58        261.872        256.694        253.191
        4.9372        327.11        261.999        256.713        253.312
        4.9387        327.65        262.100        256.826        253.306
        4.9402        328.19        262.167        256.904        253.230
        4.9417        328.73        262.215        256.939        253.195
        4.9432        329.27        262.285        256.975        253.279
        4.9447        329.81        262.373        256.980        253.300
        4.9462        330.34        262.424        256.918        253.362
        4.9477        330.88        262.479        256.981        253.452
        4.9491        331.42        262.533        256.953        253.554
        4.9506        331.96        262.600        256.861        253.625
        4.9521        332.50        262.612        256.897        253.741
        4.9536        333.04        262.596        256.992        253.861
        4.9551        333.58        262.523        257.158        253.917
        4.9566        334.11        262.523        257.256        253.927
        4.9581        334.65        262.517        257.278        253.956
        4.9596        335.19        262.418        257.248        253.998
        4.9611        335.73        262.299        257.259        253.970
        4.9626        336.27        262.159        257.215        253.870
        4.9641        336.81        262.017        257.167        253.612
        4.9656        337.34        261.770        257.258        253.401
        4.9671        337.88        261.689        257.294        253.354
        4.9686        338.42        261.778        257.367        253.430
        4.9701        338.96        261.870        257.470        253.531
        4.9716        339.50        261.958        257.477        253.598
        4.9731        340.04        262.079        257.500        253.508
        4.9746        340.58        262.188        257.581        253.528
        4.9761        341.11        262.187        257.654        253.656
        4.9776        341.65        262.064        257.694        253.803
        4.9791        342.19        262.066        257.705        253.973
        4.9806        342.73        261.913        257.807        254.068
        4.9821        343.27        261.714        257.758        254.038
        4.9835        343.81        261.804        257.660        254.013
        4.9850        344.34        261.966        257.727        253.953
        4.9865        344.88        262.091        257.752        253.818
        4.9880        345.42        262.218        257.579        253.803
        4.9895        345.96        262.326        257.556        253.853
        4.9910        346.50        262.404        257.573        253.893
        4.9925        347.04        262.526        257.584        254.046
        4.9940        347.58        262.640        257.654        254.202
        4.9955        348.11        262.677        257.827        254.261
        4.9970        348.65        262.746        257.879        254.328
        4.9985        349.19        262.781        257.877        254.491
        5.0000        349.73        262.748        257.910        254.515
        5.0015        350.27        262.698        257.900        254.517
        5.0030        350.81        262.653        257.796        254.575
        5.0045        351.34        262.589        257.784        254.553
        5.0060        351.88        262.455        257.851        254.331
        5.0075        352.42        262.447        257.863        254.045
        5.0090        352.96        262.621        257.817        253.972
        5.0105        353.50        262.722        257.830        254.086
        5.0120        354.04        262.704        257.931        254.181
        5.0135        354.57        262.621        258.024        254.270
        5.0150        355.11        262.590        258.053        254.267
        5.0165        355.65        262.612        258.003        254.237
        5.0179        356.19        262.702        257.904        254.226
        5.0194        356.73        262.776        257.832        254.280
        5.0209        357.27        262.698        257.804        254.275
        5.0224        357.81        262.473        257.920        254.234
        5.0239        358.34        262.280        258.109        254.193
        5.0254        358.88        262.309        258.219        254.054
        5.0269        359.42        262.301        258.231        253.950
        5.0284        359.96        262.142        258.136        253.915
        5.0299          0.50        262.164        258.036        253.834
        5.0314          1.04        262.206        257.956        253.708
        5.0329          1.57        262.277        257.804        253.673
        5.0344          2.11        262.325        257.737        253.791
        5.0359          2.65        262.400        257.692        253.908
        5.0374          3.19        262.476        257.726        253.938
        5.0389          3.73        262.551        257.694        253.888
        5.0404          4.27        262.600        257.682        253.893
        5.0419          4.81        262.606        257.650        253.930
        5.0434          5.34        262.626        257.587        253.912
        5.0449          5.88        262.616        257.361        253.658
        5.0464          6.42        262.522        257.107        253.438
        5.0479          6.96        262.370        256.964        253.373
        5.0494          7.50        262.305        257.043        253.400
        5.0509          8.04        262.330        257.167        253.519
        5.0523          8.57        262.427        257.284        253.663
        5.0538          9.11        262.552        257.282        253.810
        5.0553          9.65        262.605        257.249        253.973
        5.0568         10.19        262.580        257.365        254.148
        5.0583         10.73        262.503        257.489        254.301
        5.0598         11.27        262.427        257.539        254.431
        5.0613         11.80        262.415        257.544        254.601
        5.0628         12.34        262.296        257.433        254.805
        5.0643         12.88        262.157        257.349        254.942
        5.0658         13.42        262.147        257.390        254.986
        5.0673         13.96        262.162        257.523        254.916
        5.0688         14.50        262.212        257.666        254.898
        5.0703         15.04        262.185        257.750        254.935
        5.0718         15.57        262.189        257.840        254.974
        5.0733         16.11        262.198        257.874        254.980
        5.0748         16.65        262.128        257.959        254.924
        5.0763         17.19        262.043        258.064        254.878
        5.0778         17.73        262.085        258.191        254.833
        5.0793         18.27        262.240        258.306        254.852
        5.0808         18.80        262.360        258.431        254.922
        5.0823         19.34        262.332        258.475        254.994
        5.0838         19.88        262.286        258.478        255.050
        5.0853         20.42        262.346        258.485        255.071
        5.0867         20.96        262.437        258.516        255.107
        5.0882         21.50        262.505        258.549        255.083
        5.0897         22.04        262.598        258.518        254.975
        5.0912         22.57        262.607        258.362        254.802
        5.0927         23.11        262.565        258.101        254.666
        5.0942         23.65        262.634        257.826        254.682
        5.0957         24.19        262.634        257.727        254.629
        5.0972         24.73        262.664        257.676        254.544
        5.0987         25.27        262.703        257.630        254.482
        5.1002         25.80        262.761        257.618        254.424
        5.1017         26.34        262.776        257.590        254.339
        5.1032         26.88        262.703        257.581        254.307
        5.1047         27.42        262.620        257.652        254.312
        5.1062         27.96        262.582        257.808        254.403
        5.1077         28.50        262.542        257.971        254.482
        5.1092         29.03        262.554        258.095        254.475
        5.1107         29.57        262.537        258.225        254.444
        5.1122         30.11        262.495        258.279        254.437
        5.1137         30.65        262.440        258.218        254.424
        5.1152         31.19        262.375        258.234        254.296
        5.1167         31.73        262.288        258.292        254.130
        5.1182         32.27        262.143        258.334        254.042
        5.1197         32.80        262.144        258.400        254.119
        5.1211         33.34        262.248        258.452        254.272
        5.1226         33.88        262.284        258.514        254.309
        5.1241         34.42        262.227        258.573        254.353
        5.1256         34.96        262.199        258.587        254.420
        5.1271         35.50        262.232        258.493        254.482
        5.1286         36.03        262.328        258.395        254.528
        5.1301         36.57        262.476        258.258        254.600
        5.1316         37.11        262.633        258.209        254.693
        5.1331         37.65        262.730        258.322        254.760
        5.1346         38.19        262.717        258.461        254.787
        5.1361         38.73        262.726        258.522        254.705
        5.1376         39.27        262.773        258.442        254.638
        5.1391         39.80        262.801        258.300        254.598
        5.1406         40.34        262.854        258.171        254.469
        5.1421         40.88        262.900        258.115        254.415
        5.1436         41.42        262.896        258.057        254.417
        5.1451         41.96        262.891        258.082        254.371
        5.1466         42.50        262.878        258.142        254.275
        5.1481         43.03        262.887        258.186        254.240
        5.1496         43.57        262.941        258.242        254.228
        5.1511         44.11        262.965        258.251        254.239
        5.1526         44.65        262.926        258.207        254.273
        5.1541         45.19        262.803        258.174        254.342
        5.1555         45.73        262.686        258.199        254.425
        5.1570         46.27        262.585        258.242        254.508
        5.1585         46.80        262.508        258.223        254.556
        5.1600         47.34        262.456        258.195        254.585
        5.1615         47.88        262.534        258.204        254.599
        5.1630         48.42        262.668        258.215        254.639
        5.1645         48.96        262.742        258.178        254.735
        5.1660         49.50        262.703        258.151        254.812
        5.1675         50.03        262.568        258.095        254.851
        5.1690         50.57        262.495        258.027        254.888
        5.1705         51.11        262.496        257.898        254.855
        5.1720         51.65        262.497        257.872        254.803
        5.1735         52.19        262.495        258.004        254.756
        5.1750         52.73        262.416        258.168        254.644
        5.1765         53.26        262.358        258.282        254.515
        5.1780         53.80        262.396        258.348        254.470
        5.1795         54.34        262.493        258.444        254.475
        5.1810         54.88        262.547        258.514        254.462
        5.1825         55.42        262.628        258.605        254.435
        5.1840         55.96        262.705        258.637        254.424
        5.1855         56.50        262.826        258.649        254.410
        5.1870         57.03        262.913        258.640        254.376
        5.1885         57.57        262.991        258.720        254.288
        5.1899         58.11        263.141        258.840        254.133
        5.1914         58.65        263.209        258.897        254.015
        5.1929         59.19        263.145        258.921        253.938
        5.1944         59.73        263.028        258.931        253.907
        5.1959         60.26        262.972        258.879        253.892
        5.1974         60.80        262.943        258.782        253.873
        5.1989         61.34        262.926        258.710        253.896
        5.2004         61.88        262.893        258.670        253.915
        5.2019         62.42        262.830        258.691        253.988
        5.2034         62.96        262.699        258.716        253.975
        5.2049         63.50        262.542        258.680        253.989
        5.2064         64.03        262.576        258.694        254.003
        5.2079         64.57        262.721        258.739        253.974
        5.2094         65.11        262.854        258.761        253.922
        5.2109         65.65        262.898        258.716        253.908
        5.2124         66.19        262.942        258.672        253.901
        5.2139         66.73        262.993        258.643        253.915
        5.2154         67.26        263.045        258.580        253.883
        5.2169         67.80        263.140        258.486        253.856
        5.2184         68.34        263.227        258.370        253.797
        5.2199         68.88        263.211        258.328        253.742
        5.2214         69.42        263.085        258.327        253.722
        5.2229         69.96        263.026        258.315        253.701
        5.2243         70.49        263.007        258.371        253.684
        5.2258         71.03        262.833        258.472        253.658
        5.2273         71.57        262.738        258.481        253.627
        5.2288         72.11        262.814        258.409        253.557
        5.2303         72.65        262.954        258.363        253.503
        5.2318         73.19        263.012        258.395        253.477
        5.2333         73.73        262.966        258.385        253.454
        5.2348         74.26        262.901        258.414        253.409
        5.2363         74.80        262.841        258.367        253.333
        5.2378         75.34        262.804        258.341        253.247
        5.2393         75.88        262.743        258.260        253.182
        5.2408         76.42        262.745        258.178        253.184
        5.2423         76.96        262.762        258.105        253.203
        5.2438         77.49        262.756        258.092        253.182
        5.2453         78.03        262.753        258.084        253.178
        5.2468         78.57        262.678        258.093        253.190
        5.2483         79.11        262.559        258.149        253.230
        5.2498         79.65        262.566        258.179        253.146
        5.2513         80.19        262.704        258.219        253.029
        5.2528         80.73        262.724        258.279        252.921
        5.2543         81.26        262.753        258.260        252.827
        5.2558         81.80        262.800        258.172        252.794
        5.2573         82.34        262.743        258.111        252.805
        5.2588         82.88        262.703        258.089        252.772
        5.2602         83.42        262.794        258.041        252.705
        5.2617         83.96        262.911        258.047        252.691
        5.2632         84.49        262.894        258.062        252.700
        5.2647         85.03        262.815        258.032        252.748
        5.2662         85.57        262.726        257.934        252.776
        5.2677         86.11        262.701        257.860        252.766
        5.2692         86.65        262.666        257.750        252.738
        5.2707         87.19        262.626        257.715        252.733
        5.2722         87.72        262.554        257.738        252.640
        5.2737         88.26        262.525        257.659        252.502
        5.2752         88.80        262.559        257.629        252.385
        5.2767         89.34        262.608        257.577        252.338
        5.2782         89.88        262.621        257.532        252.368
        5.2797         90.42        262.577        257.456        252.337
        5.2812         90.96        262.568        257.394        252.229
        5.2827         91.49        262.579        257.464        252.206
        5.2842         92.03        262.545        257.543        252.195
        5.2857         92.57        262.486        257.546        252.134
        5.2872         93.11        262.480        257.482        252.077
        5.2887         93.65        262.529        257.435        252.081
        5.2902         94.19        262.500        257.465        252.075
        5.2917         94.72        262.429        257.457        252.088
        5.2932         95.26        262.360        257.427        251.999
        5.2946         95.80        262.356        257.415        251.856
        5.2961         96.34        262.389        257.444        251.650
        5.2976         96.88        262.398        257.428        251.595
        5.2991         97.42        262.492        257.414        251.651
        5.3006         97.96        262.622        257.373        251.731
        5.3021         98.49        262.697        257.291        251.823
        5.3036         99.03        262.659        257.153        251.867
        5.3051         99.57        262.484        257.044        251.784
        5.3066        100.11        262.400        256.990        251.724
        5.3081        100.65        262.466        256.840        251.756
        5.3096        101.19        262.544        256.591        251.696
        5.3111        101.72        262.574        256.472        251.615
        5.3126        102.26        262.531        256.574        251.644
        5.3141        102.80        262.553        256.663        251.713
        5.3156        103.34        262.528        256.766        251.730
        5.3171        103.88        262.494        256.830        251.681
        5.3186        104.42        262.445        256.828        251.611
        5.3201        104.96        262.464        256.688        251.640
        5.3216        105.49        262.551        256.521        251.730
        5.3231        106.03        262.634        256.477        251.824
        5.3246        106.57        262.642        256.483        251.837
        5.3261        107.11        262.578        256.354        251.794
        5.3276        107.65        262.430        256.204        251.758
        5.3290        108.19        262.212        256.116        251.769
        5.3305        108.72        262.141        256.139        251.759
        5.3320        109.26        262.130        256.260        251.741
        5.3335        109.80        262.218        256.397        251.652
        5.3350        110.34        262.219        256.462        251.553
        5.3365        110.88        262.198        256.534        251.620
        5.3380        111.42        262.311        256.545        251.660
        5.3395        111.95        262.373        256.620        251.639
        5.3410        112.49        262.283        256.668        251.555
        5.3425        113.03        262.194        256.673        251.453
        5.3440        113.57        262.080        256.681        251.366
        5.3455        114.11        262.022        256.545        251.310
        5.3470        114.65        262.005        256.505        251.210
        5.3485        115.19        262.014        256.482        251.171
        5.3500        115.72        261.998        256.453        251.201
        5.3515        116.26        262.079        256.477        251.211
        5.3530        116.80        262.184        256.516        251.168
        5.3545        117.34        262.144        256.545        251.190
        5.3560        117.88        262.013        256.564        251.304
        5.3575        118.42        261.974        256.541        251.367
        5.3590        118.95        261.979        256.465        251.432
        5.3605        119.49        261.893        256.375        251.420
        5.3620        120.03        261.733        256.330        251.375
        5.3634        120.57        261.791        256.342        251.369
        5.3649        121.11        261.864        256.267        251.363
        5.3664        121.65        261.888        256.156        251.274
        5.3679        122.19        262.004        256.130        251.164
        5.3694        122.72        261.973        256.195        251.085
        5.3709        123.26        261.851        256.249        250.976
        5.3724        123.80        261.829        256.258        250.911
        5.3739        124.34        261.770        256.153        250.999
        5.3754        124.88        261.887        256.045        251.047
        5.3769        125.42        261.980        255.971        251.071
        5.3784        125.95        261.998        256.002        251.047
        5.3799        126.49        262.068        256.059        250.919
        5.3814        127.03        262.180        256.109        250.835
        5.3829        127.57        262.134        256.169        250.843
        5.3844        128.11        262.097        256.188        250.889
        5.3859        128.65        262.088        256.105        250.903
        5.3874        129.18        262.138        255.969        250.856
        5.3889        129.72        262.225        255.907        250.807
        5.3904        130.26        262.275        255.901        250.781
        5.3919        130.80        262.196        255.896        250.823
        5.3934        131.34        262.133        255.931        250.827
        5.3949        131.88        262.205        255.879        250.737
        5.3964        132.42        262.257        255.883        250.662
        5.3978        132.95        262.205        255.923        250.634
        5.3993        133.49        262.149        255.921        250.504
        5.4008        134.03        262.245        255.965        250.370
        5.4023        134.57        262.318        256.081        250.462
        5.4038        135.11        262.372        256.202        250.551
        5.4053        135.65        262.471        256.352        250.507
        5.4068        136.18        262.550        256.417        250.504
        5.4083        136.72        262.474        256.414        250.438
