Time (Mars Years), Time (Ls), Tsurf 500 mb 30km, Tsurf 500 mb 50km, Tsurf 500 mb 100km
          [Years],     [deg],               [K],               [K],                [K]
        4.9850        344.34        240.527        236.935        232.983
        4.9865        344.88        240.752        236.929        233.000
        4.9880        345.42        240.895        236.977        233.112
        4.9895        345.96        241.001        236.953        233.250
        4.9910        346.50        241.088        237.058        233.368
        4.9925        347.04        241.249        237.232        233.481
        4.9940        347.58        241.402        237.158        233.533
        4.9955        348.11        241.443        236.880        233.526
        4.9970        348.65        241.555        236.766        233.586
        4.9985        349.19        241.639        236.844        233.655
        5.0000        349.73        241.570        236.850        233.721
        5.0015        350.27        241.640        236.917        233.764
        5.0030        350.81        241.721        237.006        233.841
        5.0045        351.34        241.662        237.254        233.844
        5.0060        351.88        241.540        237.330        233.860
        5.0075        352.42        241.667        237.141        233.916
        5.0090        352.96        241.845        237.085        233.836
        5.0105        353.50        241.937        237.241        233.595
        5.0120        354.04        241.954        237.412        233.403
        5.0135        354.57        242.055        237.569        233.349
        5.0150        355.11        242.147        237.606        233.182
        5.0165        355.65        242.230        237.533        232.881
        5.0179        356.19        242.227        237.540        232.545
        5.0194        356.73        242.285        237.671        232.440
        5.0209        357.27        242.340        237.758        232.701
        5.0224        357.81        242.330        237.790        232.952
        5.0239        358.34        242.433        237.714        233.040
        5.0254        358.88        242.573        237.748        233.079
        5.0269        359.42        242.555        237.742        233.215
        5.0284        359.96        242.348        237.640        233.377
        5.0299          0.50        242.179        237.687        233.426
        5.0314          1.04        242.077        237.755        233.504
        5.0329          1.57        241.868        237.737        233.485
        5.0344          2.11        241.638        237.827        233.477
        5.0359          2.65        241.780        238.049        233.650
        5.0374          3.19        241.867        238.287        233.855
        5.0389          3.73        241.967        238.332        233.953
        5.0404          4.27        242.106        238.331        233.884
        5.0419          4.81        242.283        238.405        233.869
        5.0434          5.34        242.416        238.393        233.929
        5.0449          5.88        242.505        238.231        233.952
        5.0464          6.42        242.577        238.090        233.972
        5.0479          6.96        242.655        238.071        233.949
        5.0494          7.50        242.661        238.153        233.947
        5.0509          8.04        242.666        238.258        234.022
        5.0523          8.57        242.663        238.304        234.102
        5.0538          9.11        242.589        238.229        234.287
        5.0553          9.65        242.577        238.222        234.469
        5.0568         10.19        242.595        238.209        234.490
        5.0583         10.73        242.559        238.131        234.510
        5.0598         11.27        242.557        238.067        234.501
        5.0613         11.80        242.516        238.147        234.407
        5.0628         12.34        242.486        238.144        234.372
        5.0643         12.88        242.530        238.126        234.280
        5.0658         13.42        242.521        238.141        234.151
        5.0673         13.96        242.443        238.417        234.178
        5.0688         14.50        242.477        238.665        234.110
        5.0703         15.04        242.608        238.630        234.151
        5.0718         15.57        242.787        238.653        234.112
        5.0733         16.11        242.922        238.768        234.108
        5.0748         16.65        242.771        238.718        234.156
        5.0763         17.19        242.686        238.599        234.257
        5.0778         17.73        242.693        238.625        234.271
        5.0793         18.27        242.759        238.792        234.294
        5.0808         18.80        242.840        238.945        234.313
        5.0823         19.34        242.872        238.946        234.299
        5.0838         19.88        242.822        238.694        234.245
        5.0853         20.42        242.460        238.618        234.129
        5.0867         20.96        242.216        238.729        233.918
        5.0882         21.50        242.233        238.780        233.904
        5.0897         22.04        242.359        238.748        234.064
        5.0912         22.57        242.530        238.733        234.254
        5.0927         23.11        242.688        238.716        234.347
        5.0942         23.65        242.780        238.616        234.379
        5.0957         24.19        242.863        238.469        234.397
        5.0972         24.73        242.840        238.452        234.512
        5.0987         25.27        242.887        238.510        234.598
        5.1002         25.80        242.874        238.506        234.617
        5.1017         26.34        242.855        238.424        234.621
        5.1032         26.88        242.881        238.238        234.608
        5.1047         27.42        243.000        238.144        234.503
        5.1062         27.96        243.051        238.073        234.358
        5.1077         28.50        243.153        238.112        234.286
        5.1092         29.03        243.172        238.316        234.247
        5.1107         29.57        243.156        238.432        234.340
        5.1122         30.11        243.152        238.334        234.450
        5.1137         30.65        243.153        238.298        234.330
        5.1152         31.19        243.183        238.447        234.268
        5.1167         31.73        243.111        238.567        234.302
        5.1182         32.27        243.114        238.667        234.408
        5.1197         32.80        243.132        238.750        234.387
        5.1211         33.34        243.132        238.717        234.236
        5.1226         33.88        243.013        238.669        234.124
        5.1241         34.42        242.836        238.600        234.136
        5.1256         34.96        242.697        238.573        234.153
        5.1271         35.50        242.660        238.561        234.221
        5.1286         36.03        242.673        238.602        234.181
        5.1301         36.57        242.691        238.712        234.051
        5.1316         37.11        242.852        238.674        233.979
        5.1331         37.65        242.860        238.728        234.126
        5.1346         38.19        242.829        238.768        234.280
        5.1361         38.73        242.905        238.635        234.334
        5.1376         39.27        242.970        238.643        234.331
        5.1391         39.80        242.957        238.558        234.266
        5.1406         40.34        242.909        238.552        234.200
        5.1421         40.88        242.805        238.537        234.116
        5.1436         41.42        242.601        238.433        233.902
        5.1451         41.96        242.528        238.414        233.850
        5.1466         42.50        242.637        238.463        233.859
        5.1481         43.03        242.661        238.488        233.915
        5.1496         43.57        242.585        238.531        233.915
        5.1511         44.11        242.524        238.489        233.898
        5.1526         44.65        242.535        238.483        233.845
        5.1541         45.19        242.553        238.436        233.699
        5.1555         45.73        242.624        238.259        233.634
        5.1570         46.27        242.673        238.099        233.604
        5.1585         46.80        242.662        238.145        233.500
        5.1600         47.34        242.604        238.260        233.332
        5.1615         47.88        242.607        238.380        233.312
        5.1630         48.42        242.612        238.486        233.293
        5.1645         48.96        242.482        238.370        233.306
        5.1660         49.50        242.361        238.125        233.312
        5.1675         50.03        242.364        237.744        233.228
        5.1690         50.57        242.524        237.342        233.210
        5.1705         51.11        242.658        237.225        233.234
        5.1720         51.65        242.692        237.441        233.260
        5.1735         52.19        242.664        237.646        233.300
        5.1750         52.73        242.697        237.835        233.318
        5.1765         53.26        242.706        237.876        233.338
        5.1780         53.80        242.746        237.862        233.381
        5.1795         54.34        242.781        237.661        233.349
        5.1810         54.88        242.683        237.589        233.270
        5.1825         55.42        242.746        237.599        233.152
        5.1840         55.96        242.760        237.671        232.922
        5.1855         56.50        242.732        237.640        232.761
        5.1870         57.03        242.694        237.637        232.599
        5.1885         57.57        242.553        237.670        232.523
        5.1899         58.11        242.355        237.743        232.482
        5.1914         58.65        242.317        237.719        232.475
        5.1929         59.19        242.209        237.629        232.583
        5.1944         59.73        242.140        237.609        232.684
        5.1959         60.26        242.220        237.374        232.709
        5.1974         60.80        242.115        237.153        232.648
        5.1989         61.34        241.818        237.159        232.427
        5.2004         61.88        241.623        237.187        232.304
        5.2019         62.42        241.591        237.123        232.269
        5.2034         62.96        241.693        237.074        232.161
        5.2049         63.50        241.833        237.138        232.002
        5.2064         64.03        241.739        237.114        231.936
        5.2079         64.57        241.746        237.154        231.947
        5.2094         65.11        241.791        237.296        231.866
        5.2109         65.65        241.698        237.171        231.863
        5.2124         66.19        241.651        237.006        231.908
        5.2139         66.73        241.665        237.028        231.851
        5.2154         67.26        241.702        236.937        231.873
        5.2169         67.80        241.705        236.804        231.875
        5.2184         68.34        241.585        236.717        231.756
        5.2199         68.88        241.448        236.765        231.542
        5.2214         69.42        241.154        236.742        231.371
        5.2229         69.96        240.860        236.681        231.321
        5.2243         70.49        240.854        236.747        231.317
        5.2258         71.03        241.084        236.677        231.204
        5.2273         71.57        241.297        236.392        231.130
        5.2288         72.11        241.170        236.343        231.148
        5.2303         72.65        240.795        236.299        231.255
        5.2318         73.19        240.717        236.087        231.076
        5.2333         73.73        240.597        235.965        230.890
        5.2348         74.26        240.514        236.017        230.929
        5.2363         74.80        240.544        236.089        230.969
        5.2378         75.34        240.435        235.960        231.001
        5.2393         75.88        240.310        235.730        230.977
        5.2408         76.42        240.375        235.519        231.029
        5.2423         76.96        240.529        235.371        230.939
        5.2438         77.49        240.586        235.253        230.702
        5.2453         78.03        240.647        235.247        230.582
        5.2468         78.57        240.619        235.281        230.589
        5.2483         79.11        240.653        235.314        230.649
        5.2498         79.65        240.775        235.504        230.765
        5.2513         80.19        240.805        235.562        230.888
        5.2528         80.73        240.664        235.349        230.886
        5.2543         81.26        240.615        235.014        230.771
        5.2558         81.80        240.630        234.999        230.573
        5.2573         82.34        240.681        235.004        230.379
        5.2588         82.88        240.548        234.896        230.203
        5.2602         83.42        240.353        234.931        230.063
        5.2617         83.96        240.236        234.969        230.014
        5.2632         84.49        240.185        234.871        229.893
        5.2647         85.03        239.902        234.767        229.602
        5.2662         85.57        239.573        234.728        229.278
        5.2677         86.11        239.809        234.539        229.051
        5.2692         86.65        239.801        234.371        229.171
        5.2707         87.19        239.798        234.291        229.374
        5.2722         87.72        239.983        234.478        229.496
        5.2737         88.26        240.195        234.694        229.425
        5.2752         88.80        240.276        234.636        229.425
        5.2767         89.34        240.366        234.522        229.311
        5.2782         89.88        240.331        234.594        229.327
        5.2797         90.42        240.280        234.580        229.461
        5.2812         90.96        240.218        234.627        229.318
        5.2827         91.49        240.035        234.670        229.094
        5.2842         92.03        239.714        234.648        229.151
        5.2857         92.57        239.330        234.653        229.319
        5.2872         93.11        238.903        234.577        229.436
        5.2887         93.65        238.693        234.336        229.498
        5.2902         94.19        238.869        234.078        229.396
        5.2917         94.72        238.925        233.897        229.275
        5.2932         95.26        238.942        233.917        229.057
        5.2946         95.80        239.074        233.999        228.739
        5.2961         96.34        239.095        233.944        228.634
        5.2976         96.88        238.971        233.819        228.666
        5.2991         97.42        239.118        233.732        228.618
        5.3006         97.96        239.286        233.603        228.393
        5.3021         98.49        239.361        233.646        228.314
        5.3036         99.03        239.336        233.688        228.285
        5.3051         99.57        238.928        233.525        228.275
        5.3066        100.11        238.768        233.526        228.364
        5.3081        100.65        238.784        233.690        228.412
        5.3096        101.19        238.929        233.666        228.500
        5.3111        101.72        238.754        233.621        228.546
        5.3126        102.26        238.619        233.507        228.430
        5.3141        102.80        238.581        233.293        228.302
        5.3156        103.34        238.610        233.289        228.223
        5.3171        103.88        238.517        233.414        228.276
        5.3186        104.42        238.253        233.426        228.368
        5.3201        104.96        237.982        233.494        228.299
        5.3216        105.49        238.009        233.464        228.295
        5.3231        106.03        238.107        233.467        228.148
        5.3246        106.57        238.056        233.422        227.895
        5.3261        107.11        238.127        233.362        227.928
        5.3276        107.65        238.111        233.399        228.104
        5.3290        108.19        237.908        233.378        228.202
        5.3305        108.72        237.777        233.387        228.287
        5.3320        109.26        237.963        233.406        228.355
        5.3335        109.80        238.166        233.525        228.429
        5.3350        110.34        238.222        233.685        228.422
        5.3365        110.88        238.350        233.621        228.356
        5.3380        111.42        238.383        233.374        228.347
        5.3395        111.95        238.579        233.006        228.342
        5.3410        112.49        238.803        232.730        228.308
        5.3425        113.03        238.921        232.741        228.083
        5.3440        113.57        238.897        232.978        227.942
        5.3455        114.11        238.817        232.936        228.042
        5.3470        114.65        238.694        232.467        228.169
        5.3485        115.19        238.588        232.204        228.105
        5.3500        115.72        238.635        231.993        227.869
        5.3515        116.26        238.639        232.051        227.613
        5.3530        116.80        238.479        232.153        227.583
        5.3545        117.34        238.363        232.176        227.860
        5.3560        117.88        237.941        232.302        228.063
        5.3575        118.42        237.505        232.446        227.958
        5.3590        118.95        237.561        232.467        227.927
        5.3605        119.49        237.710        232.437        227.935
        5.3620        120.03        237.744        232.371        227.934
        5.3634        120.57        237.852        232.536        227.939
        5.3649        121.11        238.183        232.641        228.008
        5.3664        121.65        238.446        232.721        227.999
        5.3679        122.19        238.482        232.771        227.941
        5.3694        122.72        238.487        232.801        227.879
        5.3709        123.26        238.535        232.841        227.804
        5.3724        123.80        238.422        232.849        227.696
        5.3739        124.34        238.259        232.660        227.595
        5.3754        124.88        238.197        232.540        227.629
        5.3769        125.42        238.157        232.520        227.623
        5.3784        125.95        238.061        232.786        227.544
        5.3799        126.49        238.176        233.009        227.238
        5.3814        127.03        238.345        232.943        227.101
        5.3829        127.57        238.368        232.951        227.225
        5.3844        128.11        238.550        233.080        227.418
        5.3859        128.65        238.717        233.162        227.784
        5.3874        129.18        238.725        233.266        228.034
        5.3889        129.72        238.714        233.275        228.225
        5.3904        130.26        238.708        233.450        228.260
        5.3919        130.80        238.261        233.445        228.186
        5.3934        131.34        237.922        233.447        228.235
        5.3949        131.88        238.026        233.501        228.327
        5.3964        132.42        238.074        233.426        228.459
        5.3978        132.95        238.129        233.341        228.490
        5.3993        133.49        238.250        233.379        228.372
        5.4008        134.03        238.331        233.420        228.189
        5.4023        134.57        238.384        233.446        228.054
        5.4038        135.11        238.373        233.497        228.097
        5.4053        135.65        238.239        233.552        228.112
        5.4068        136.18        238.102        233.588        228.093
        5.4083        136.72        238.055        233.561        228.098
        5.4098        137.26        238.180        233.624        228.079
        5.4113        137.80        238.246        233.716        227.798
        5.4128        138.34        238.227        233.737        227.501
        5.4143        138.88        238.394        233.735        227.593
        5.4158        139.42        238.630        233.670        227.802
        5.4173        139.95        238.712        233.484        227.755
        5.4188        140.49        238.729        233.652        227.849
        5.4203        141.03        238.664        233.989        228.044
        5.4218        141.57        238.580        234.102        228.258
        5.4233        142.11        238.752        234.083        228.412
        5.4248        142.65        238.834        233.860        228.502
        5.4263        143.18        238.792        233.637        228.661
        5.4278        143.72        238.903        233.490        228.734
        5.4293        144.26        238.961        233.465        228.631
        5.4308        144.80        238.934        233.608        228.501
        5.4322        145.34        238.848        233.751        228.543
        5.4337        145.88        238.868        233.845        228.405
        5.4352        146.42        238.994        234.118        228.285
        5.4367        146.95        239.156        234.034        228.420
        5.4382        147.49        239.191        233.740        228.637
        5.4397        148.03        239.102        233.570        228.668
        5.4412        148.57        239.113        233.466        228.726
        5.4427        149.11        239.117        233.623        228.945
        5.4442        149.65        239.061        233.913        229.130
        5.4457        150.18        238.966        234.282        229.359
        5.4472        150.72        238.785        234.540        229.557
        5.4487        151.26        238.997        234.655        229.633
        5.4502        151.80        239.385        234.642        229.468
        5.4517        152.34        239.592        234.514        229.356
        5.4532        152.88        239.808        234.487        229.296
        5.4547        153.41        240.003        234.529        229.237
        5.4562        153.95        240.306        234.592        229.340
        5.4577        154.49        240.602        234.621        229.567
        5.4592        155.03        240.658        234.710        229.740
        5.4607        155.57        240.677        234.609        229.801
        5.4622        156.11        240.701        234.508        229.801
        5.4637        156.65        240.644        234.548        229.659
        5.4652        157.18        240.588        234.573        229.520
        5.4666        157.72        240.680        234.694        229.794
        5.4681        158.26        240.760        234.767        230.050
        5.4696        158.80        240.818        234.867        230.211
        5.4711        159.34        240.805        235.057        230.195
        5.4726        159.88        240.697        235.296        230.102
        5.4741        160.41        240.657        235.368        230.039
        5.4756        160.95        240.549        235.245        230.091
        5.4771        161.49        240.227        235.229        230.059
        5.4786        162.03        239.982        235.331        230.064
        5.4801        162.57        240.213        235.573        230.285
        5.4816        163.11        240.522        235.882        230.399
        5.4831        163.65        240.531        236.193        230.483
        5.4846        164.18        240.706        236.339        230.618
        5.4861        164.72        240.976        236.328        230.617
        5.4876        165.26        241.083        236.281        230.659
        5.4891        165.80        240.906        236.251        230.763
        5.4906        166.34        240.948        236.237        230.913
        5.4921        166.88        241.117        236.140        231.079
        5.4936        167.41        241.201        235.978        231.141
        5.4951        167.95        241.202        235.908        231.210
        5.4966        168.49        241.229        236.084        231.183
        5.4981        169.03        241.391        236.156        231.075
        5.4996        169.57        241.540        236.264        230.975
        5.5010        170.11        241.697        236.434        230.934
        5.5025        170.64        241.762        236.478        230.916
        5.5040        171.18        241.793        236.374        230.910
        5.5055        171.72        241.893        236.307        230.855
        5.5070        172.26        241.877        236.447        230.940
        5.5085        172.80        241.961        236.632        231.107
        5.5100        173.34        242.196        236.623        231.285
        5.5115        173.88        242.290        236.603        231.452
        5.5130        174.41        242.178        236.713        231.542
        5.5145        174.95        242.252        236.832        231.653
        5.5160        175.49        242.429        236.882        231.743
        5.5175        176.03        242.583        236.842        231.809
        5.5190        176.57        242.621        236.726        231.942
        5.5205        177.11        242.576        236.614        231.898
        5.5220        177.64        242.548        236.545        231.867
        5.5235        178.18        242.545        236.529        231.854
        5.5250        178.72        242.527        236.618        231.890
        5.5265        179.26        242.474        236.743        231.920
        5.5280        179.80        242.548        236.813        231.967
        5.5295        180.34        242.750        236.861        232.052
        5.5310        180.88        242.790        236.931        232.236
        5.5325        181.41        242.674        237.061        232.426
        5.5340        181.95        242.678        237.223        232.503
        5.5354        182.49        242.592        237.201        232.481
        5.5369        183.03        242.635        237.225        232.590
        5.5384        183.57        242.743        237.257        232.633
        5.5399        184.11        242.924        237.253        232.783
        5.5414        184.64        243.074        237.364        232.994
        5.5429        185.18        243.093        237.531        232.925
        5.5444        185.72        243.057        237.668        232.806
        5.5459        186.26        243.110        237.799        232.910
        5.5474        186.80        243.225        237.785        233.206
        5.5489        187.34        243.349        237.751        233.372
        5.5504        187.87        243.369        237.851        233.431
        5.5519        188.41        243.460        238.001        233.506
        5.5534        188.95        243.589        238.120        233.464
        5.5549        189.49        243.506        238.203        233.416
        5.5564        190.03        243.535        238.220        233.483
        5.5579        190.57        243.691        238.272        233.591
        5.5594        191.11        243.613        238.339        233.604
        5.5609        191.64        243.507        238.330        233.684
        5.5624        192.18        243.513        238.310        233.746
        5.5639        192.72        243.794        238.391        233.873
        5.5654        193.26        244.061        238.436        234.009
        5.5669        193.80        244.090        238.497        234.009
        5.5684        194.34        243.957        238.573        233.891
        5.5698        194.87        243.868        238.546        233.921
        5.5713        195.41        243.873        238.482        234.080
        5.5728        195.95        243.875        238.494        234.107
        5.5743        196.49        243.957        238.647        234.119
        5.5758        197.03        244.053        238.751        234.195
        5.5773        197.57        244.110        238.882        234.212
        5.5788        198.11        244.194        238.960        234.212
        5.5803        198.64        244.257        239.003        234.158
        5.5818        199.18        244.438        239.121        234.283
        5.5833        199.72        244.590        239.181        234.412
        5.5848        200.26        244.707        239.159        234.380
        5.5863        200.80        244.693        239.131        234.366
        5.5878        201.34        244.644        239.110        234.360
        5.5893        201.87        244.764        239.090        234.449
        5.5908        202.41        244.849        239.121        234.483
        5.5923        202.95        244.781        239.226        234.490
        5.5938        203.49        244.674        239.263        234.555
        5.5953        204.03        244.647        239.264        234.660
        5.5968        204.57        244.640        239.107        234.774
        5.5983        205.10        244.674        239.116        234.794
        5.5998        205.64        244.792        239.279        234.770
        5.6013        206.18        244.880        239.367        234.589
        5.6028        206.72        244.925        239.475        234.507
        5.6042        207.26        244.960        239.482        234.573
        5.6057        207.80        244.986        239.497        234.727
        5.6072        208.34        244.928        239.580        234.757
        5.6087        208.87        244.907        239.769        234.721
        5.6102        209.41        244.992        239.888        234.828
        5.6117        209.95        245.099        239.979        235.025
        5.6132        210.49        245.139        240.149        235.216
        5.6147        211.03        245.112        240.240        235.354
        5.6162        211.57        245.113        240.248        235.448
        5.6177        212.10        245.027        240.134        235.453
        5.6192        212.64        245.026        239.920        235.484
        5.6207        213.18        245.039        239.805        235.438
        5.6222        213.72        245.094        239.968        235.430
        5.6237        214.26        245.161        240.025        235.458
        5.6252        214.80        245.152        239.960        235.376
        5.6267        215.34        245.080        239.871        235.276
        5.6282        215.87        245.072        239.934        235.189
        5.6297        216.41        245.167        240.048        235.293
        5.6312        216.95        245.344        240.113        235.294
        5.6327        217.49        245.335        240.071        235.254
        5.6342        218.03        245.257        239.975        235.312
        5.6357        218.57        245.308        239.905        235.393
        5.6372        219.10        245.251        239.890        235.410
        5.6386        219.64        245.121        239.929        235.525
        5.6401        220.18        245.107        240.003        235.610
        5.6416        220.72        245.084        240.039        235.552
        5.6431        221.26        245.043        240.101        235.417
        5.6446        221.80        245.076        240.195        235.374
        5.6461        222.34        245.090        240.194        235.353
        5.6476        222.87        245.161        240.261        235.298
        5.6491        223.41        245.294        240.412        235.251
        5.6506        223.95        245.264        240.523        235.281
        5.6521        224.49        245.100        240.519        235.361
        5.6536        225.03        245.024        240.404        235.397
        5.6551        225.57        245.093        240.436        235.404
        5.6566        226.10        245.201        240.415        235.461
        5.6581        226.64        245.356        240.287        235.520
        5.6596        227.18        245.366        240.228        235.561
        5.6611        227.72        245.434        240.242        235.548
        5.6626        228.26        245.485        240.234        235.522
        5.6641        228.80        245.546        240.375        235.493
        5.6656        229.33        245.598        240.426        235.366
        5.6671        229.87        245.636        240.308        235.356
        5.6686        230.41        245.656        240.300        235.253
        5.6701        230.95        245.637        240.271        234.985
        5.6716        231.49        245.591        240.169        234.850
        5.6731        232.03        245.534        240.188        234.832
        5.6745        232.57        245.337        240.214        234.870
        5.6760        233.10        245.219        240.212        234.961
        5.6775        233.64        245.222        240.169        235.145
        5.6790        234.18        245.295        240.159        235.290
        5.6805        234.72        245.303        240.167        235.361
        5.6820        235.26        245.282        240.118        235.380
        5.6835        235.80        245.305        240.139        235.138
        5.6850        236.33        245.308        240.056        234.933
        5.6865        236.87        245.310        240.023        234.856
        5.6880        237.41        245.338        239.944        234.863
        5.6895        237.95        245.309        239.799        234.804
        5.6910        238.49        245.277        239.849        234.592
        5.6925        239.03        245.033        239.912        234.493
        5.6940        239.57        244.726        239.820        234.546
        5.6955        240.10        244.776        239.752        234.779
        5.6970        240.64        244.837        239.832        234.948
        5.6985        241.18        244.794        240.019        234.935
        5.7000        241.72        244.797        240.056        234.745
        5.7015        242.26        244.759        240.030        234.633
        5.7030        242.80        244.777        239.999        234.652
        5.7045        243.33        244.751        240.165        234.651
        5.7060        243.87        244.791        240.272        234.425
        5.7075        244.41        244.801        240.177        234.373
        5.7089        244.95        244.756        239.963        234.314
        5.7104        245.49        244.681        239.789        234.255
        5.7119        246.03        244.762        239.807        234.142
        5.7134        246.56        244.868        239.738        234.008
        5.7149        247.10        244.851        239.705        234.024
        5.7164        247.64        244.815        239.686        234.064
        5.7179        248.18        244.526        239.609        234.036
        5.7194        248.72        244.444        239.629        234.035
        5.7209        249.26        244.429        239.573        234.116
        5.7224        249.80        244.487        239.574        234.224
        5.7239        250.33        244.575        239.496        234.286
        5.7254        250.87        244.669        239.454        234.178
        5.7269        251.41        244.672        239.445        234.007
        5.7284        251.95        244.694        239.369        233.924
        5.7299        252.49        244.666        239.274        233.825
        5.7314        253.03        244.603        239.196        233.871
        5.7329        253.56        244.585        239.066        233.986
        5.7344        254.10        244.571        239.169        233.941
        5.7359        254.64        244.421        239.307        233.851
        5.7374        255.18        244.341        239.318        233.809
        5.7389        255.72        244.257        239.343        233.733
        5.7404        256.26        244.115        239.219        233.638
        5.7419        256.80        244.037        239.168        233.525
        5.7427        257.12        244.032        239.194        233.631
        5.7442        257.66        244.040        239.158        233.760
        5.7457        258.19        244.170        239.012        233.863
        5.7472        258.73        244.316        238.860        233.864
        5.7487        259.27        244.311        238.639        233.837
        5.7502        259.81        244.291        238.479        233.707
        5.7517        260.35        244.211        238.571        233.630
        5.7532        260.89        244.098        238.504        233.445
        5.7547        261.42        244.017        238.373        233.447
        5.7562        261.96        243.854        238.239        233.422
        5.7577        262.50        243.738        238.236        233.186
        5.7592        263.04        243.576        238.308        232.894
        5.7607        263.58        243.464        238.303        232.958
        5.7622        264.12        243.352        238.197        233.019
        5.7637        264.66        243.339        238.062        232.999
        5.7652        265.19        243.359        238.055        233.002
        5.7667        265.73        243.402        238.002        232.836
        5.7682        266.27        243.484        238.029        232.767
        5.7697        266.81        243.555        238.000        232.825
        5.7712        267.35        243.573        238.002        232.795
        5.7727        267.89        243.584        238.055        232.822
        5.7742        268.42        243.468        238.048        232.867
        5.7757        268.96        243.224        238.086        232.876
        5.7771        269.50        243.204        238.206        232.929
        5.7786        270.04        243.211        238.161        233.066
        5.7801        270.58        243.202        238.035        233.137
        5.7816        271.12        243.081        237.896        232.971
        5.7831        271.66        242.804        237.817        232.783
        5.7846        272.19        242.757        237.635        232.804
        5.7861        272.73        242.851        237.537        232.651
        5.7876        273.27        242.932        237.415        232.391
        5.7891        273.81        243.008        237.411        232.431
        5.7906        274.35        242.873        237.513        232.373
        5.7921        274.89        242.661        237.573        232.263
        5.7936        275.42        242.605        237.574        232.027
        5.7951        275.96        242.584        237.446        231.977
        5.7966        276.50        242.489        237.481        231.995
        5.7981        277.04        242.574        237.483        231.892
        5.7996        277.58        242.628        237.410        231.985
        5.8011        278.12        242.603        237.396        231.773
        5.8026        278.65        242.556        237.378        231.368
        5.8041        279.19        242.654        237.410        231.267
        5.8056        279.73        242.613        237.484        231.374
        5.8071        280.27        242.446        237.429        231.623
        5.8086        280.81        242.365        237.248        231.769
        5.8101        281.35        242.182        237.070        231.971
        5.8115        281.89        242.130        237.008        232.074
        5.8130        282.42        242.106        236.989        232.188
        5.8145        282.96        242.025        236.990        232.094
        5.8160        283.50        242.018        236.985        231.874
        5.8175        284.04        241.851        237.046        231.981
        5.8190        284.58        241.735        237.083        232.096
        5.8205        285.12        241.871        237.070        232.055
        5.8220        285.65        241.932        237.008        231.941
        5.8235        286.19        242.045        236.894        231.806
        5.8250        286.73        242.066        236.714        231.640
        5.8265        287.27        241.997        236.541        231.787
        5.8280        287.81        241.988        236.388        231.792
        5.8295        288.35        241.984        236.484        231.678
        5.8310        288.89        242.008        236.531        231.539
        5.8325        289.42        241.854        236.661        231.483
        5.8340        289.96        241.873        236.649        231.497
        5.8355        290.50        241.850        236.577        231.503
        5.8370        291.04        241.878        236.571        231.585
        5.8385        291.58        241.895        236.677        231.541
        5.8400        292.12        241.857        236.827        231.546
        5.8415        292.65        241.822        236.949        231.597
        5.8430        293.19        241.864        236.852        231.659
        5.8445        293.73        241.873        236.696        231.677
        5.8459        294.27        241.637        236.748        231.765
        5.8474        294.81        241.492        236.707        231.772
        5.8489        295.35        241.474        236.609        231.782
        5.8504        295.88        241.566        236.661        231.826
        5.8519        296.42        241.441        236.707        231.760
        5.8534        296.96        241.359        236.751        231.657
        5.8549        297.50        241.330        236.870        231.724
        5.8564        298.04        240.962        236.842        231.541
        5.8579        298.58        240.607        236.781        231.458
        5.8594        299.12        240.613        236.773        231.208
        5.8609        299.65        240.932        236.676        231.123
        5.8624        300.19        241.136        236.576        231.203
        5.8639        300.73        241.322        236.524        231.154
        5.8654        301.27        241.377        236.593        231.106
        5.8669        301.81        241.396        236.814        231.111
        5.8684        302.35        241.419        236.700        231.141
        5.8699        302.88        241.303        236.454        231.319
        5.8714        303.42        241.203        236.413        231.347
        5.8729        303.96        241.038        236.386        231.264
        5.8744        304.50        240.936        236.423        231.262
        5.8759        305.04        240.968        236.447        231.122
        5.8774        305.58        241.192        236.530        231.051
        5.8789        306.12        241.401        236.566        231.178
        5.8803        306.65        241.390        236.453        231.231
        5.8818        307.19        241.325        236.353        231.177
        5.8833        307.73        241.427        236.383        231.160
        5.8848        308.27        241.567        236.285        231.356
        5.8863        308.81        241.505        236.353        231.368
        5.8878        309.35        241.561        236.418        231.376
        5.8893        309.88        241.683        236.328        231.446
        5.8908        310.42        241.751        236.250        231.423
        5.8923        310.96        241.639        236.326        231.305
        5.8938        311.50        241.485        236.220        231.014
